occurrenceID,basisOfRecord,catalogNumber,rightsHolder,recordedBy,individualCount,year,month,day,country,countryCode,stateProvince,decimalLatitude,decimalLongitude,county,locality,verbatimElevation,geodeticDatum,coordinateUncertaintyInMeters,identifiedBy,kingdom,phylum,class,order,family,genus,specificEpithet,scientificName,kingdom_api,phylum_api,class_api,order_api,family_api,taxonRank,scientificNameAuthorship,vernacularName,API_name
c4da09d2-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:104512,University of Guatemala,Callejas R,1,1995,7,21,Guatemala,GT,Petén,17.7200355,-89.3510901,Flores,Barrio El Silencio,240,WGS84,6514,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Racinaea,michelii,Racinaea michelii,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Mez) M.A. Spencer & L.B. Sm.,,"{""usageKey"":2695739,""scientificName"":""Racinaea michelii (Mez) M.A.Spencer & L.B.Sm."",""canonicalName"":""Racinaea michelii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Racinaea"",""species"":""Racinaea michelii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":7289543,""speciesKey"":2695739,""synonym"":false,""class"":""Liliopsida""}"
c4da0aae-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:105292,University of Guatemala,Acevedo P,1,1994,9,7,Guatemala,GT,Petén,17.3187987,-89.9058103,San Jose,Santagueda. granja Montelindo,0,WGS84,2820,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Catopsis,sessiliflora,Catopsis sessiliflora,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Ruiz & Pav.) Mez,,"{""usageKey"":8411322,""scientificName"":""Catopsis sessiliflora (Ruiz & Pav.) Mez"",""canonicalName"":""Catopsis sessiliflora"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Catopsis"",""species"":""Catopsis sessiliflora"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698780,""speciesKey"":8411322,""synonym"":false,""class"":""Liliopsida""}"
c4da0b8a-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:106768,University of Guatemala,Vargas I,1,1997,4,18,Guatemala,GT,Petén,17.6617931,-89.4056627,Flores,Cerro San José,145,WGS84,1771,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,lingulata,Guzmania lingulata,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(L.) Mez,,"{""usageKey"":2699095,""scientificName"":""Guzmania lingulata (L.) Mez"",""canonicalName"":""Guzmania lingulata"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania lingulata"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699095,""synonym"":false,""class"":""Liliopsida""}"
c4da0c66-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:107441,University of Guatemala,González F,1,1993,4,19,Guatemala,GT,Petén,17.3892055,-89.7275234,Flores,Autopista norte. parque de Bello y Copacabana,170,WGS84,1745,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Catopsis,nutans,Catopsis nutans,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Sw.) Griseb.,,"{""usageKey"":2698814,""scientificName"":""Catopsis nutans (Sw.) Griseb."",""canonicalName"":""Catopsis nutans"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":97,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; nextMatch=0"",""matchType"":""EXACT"",""alternatives"":[{""usageKey"":8189138,""acceptedUsageKey"":8411322,""scientificName"":""Catopsis nutans Baker"",""canonicalName"":""Catopsis nutans"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":97,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=0; score=114"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Catopsis"",""species"":""Catopsis sessiliflora"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698780,""speciesKey"":8411322,""synonym"":true,""class"":""Liliopsida""}],""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Catopsis"",""species"":""Catopsis nutans"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698780,""speciesKey"":2698814,""synonym"":false,""class"":""Liliopsida""}"
c4da0d56-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:108120,University of Guatemala,Vargas I,1,1997,4,18,Guatemala,GT,Petén,17.6569118,-89.6001739,Flores,Cerro Quitasol,143,WGS84,1771,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,angustifolia,Guzmania angustifolia,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Baker) Wittm.,,"{""usageKey"":2698876,""scientificName"":""Guzmania angustifolia (Baker) Wittm."",""canonicalName"":""Guzmania angustifolia"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":98,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; nextMatch=3"",""matchType"":""EXACT"",""alternatives"":[{""usageKey"":7713473,""scientificName"":""Guzmania angustifolia Mez, 1896"",""canonicalName"":""Guzmania angustifolia"",""rank"":""SPECIES"",""status"":""DOUBTFUL"",""confidence"":96,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=-5; score=109"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":7713473,""synonym"":false,""class"":""Liliopsida""},{""usageKey"":3114488,""acceptedUsageKey"":11908824,""scientificName"":""Gazania angustifolia O.Hoffm."",""canonicalName"":""Gazania angustifolia"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":0,""note"":""Similarity: name=-10; authorship=0; classification=-2; rank=6; status=0; score=-6"",""matchType"":""FUZZY"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Asterales"",""family"":""Asteraceae"",""genus"":""Gorteria"",""species"":""Gorteria angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":220,""orderKey"":414,""familyKey"":3065,""genusKey"":3139402,""speciesKey"":11908824,""synonym"":true,""class"":""Magnoliopsida""}],""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2698876,""synonym"":false,""class"":""Liliopsida""}"
c4da0e28-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:108607,University of Guatemala,Fonnegra R,1,1997,11,12,Guatemala,GT,Petén,17.5094837,-90.2983051,San Andres,Finca Maizopolis. below páramo de Chili,173,WGS84,2842,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,angustifolia,Guzmania angustifolia,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Baker) Wittm.,,"{""usageKey"":2698876,""scientificName"":""Guzmania angustifolia (Baker) Wittm."",""canonicalName"":""Guzmania angustifolia"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":98,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; nextMatch=3"",""matchType"":""EXACT"",""alternatives"":[{""usageKey"":7713473,""scientificName"":""Guzmania angustifolia Mez, 1896"",""canonicalName"":""Guzmania angustifolia"",""rank"":""SPECIES"",""status"":""DOUBTFUL"",""confidence"":96,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=-5; score=109"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":7713473,""synonym"":false,""class"":""Liliopsida""},{""usageKey"":3114488,""acceptedUsageKey"":11908824,""scientificName"":""Gazania angustifolia O.Hoffm."",""canonicalName"":""Gazania angustifolia"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":0,""note"":""Similarity: name=-10; authorship=0; classification=-2; rank=6; status=0; score=-6"",""matchType"":""FUZZY"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Asterales"",""family"":""Asteraceae"",""genus"":""Gorteria"",""species"":""Gorteria angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":220,""orderKey"":414,""familyKey"":3065,""genusKey"":3139402,""speciesKey"":11908824,""synonym"":true,""class"":""Magnoliopsida""}],""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania angustifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2698876,""synonym"":false,""class"":""Liliopsida""}"
c4da005e-3da3-11ed-b878-0000ac120002,PreservedSpecimen,UWP:108631,University of Guatemala,Fonnegra R,1,1997,11,10,Guatemala,GT,Petén,17.4863769,-90.5676366,San Andres,Finca en cercanías de Belmira,210,WGS84,2842,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Aechmea,veitchii,Aechmea veitchii,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,Baker,,"{""usageKey"":2698478,""acceptedUsageKey"":10890245,""scientificName"":""Aechmea veitchii Baker"",""canonicalName"":""Aechmea veitchii"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":98,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=0; score=114; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Ronnbergia"",""species"":""Ronnbergia veitchii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2694466,""speciesKey"":10890245,""synonym"":true,""class"":""Liliopsida""}"
c4da115c-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:108632,University of Guatemala,Fonnegra R,1,1997,11,10,Guatemala,GT,Petén,17.4882065,-90.0195979,San Andres,Finca Los Cedros,210,WGS84,2842,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Aechmea,veitchii,Aechmea veitchii,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,Baker,,"{""usageKey"":2698478,""acceptedUsageKey"":10890245,""scientificName"":""Aechmea veitchii Baker"",""canonicalName"":""Aechmea veitchii"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":98,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=0; score=114; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Ronnbergia"",""species"":""Ronnbergia veitchii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2694466,""speciesKey"":10890245,""synonym"":true,""class"":""Liliopsida""}"
c4da1242-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:110071,University of Guatemala,Vargas I,1,1997,4,20,Guatemala,GT,Petén,17.6674466,-89.3494615,Flores,Cerros de Suba,140,WGS84,1771,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,lingulata,Guzmania lingulata,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(L.) Mez,,"{""usageKey"":2699095,""scientificName"":""Guzmania lingulata (L.) Mez"",""canonicalName"":""Guzmania lingulata"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania lingulata"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699095,""synonym"":false,""class"":""Liliopsida""}"
c4da1314-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:111004,University of Guatemala,Idárraga A,1,1996,4,3,Guatemala,GT,Petén,17.6971609,-90.6989102,San Andres,Hacienda Berlín,340,WGS84,2606,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,lingulata,Guzmania lingulata,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(L.) Mez,,"{""usageKey"":2699095,""scientificName"":""Guzmania lingulata (L.) Mez"",""canonicalName"":""Guzmania lingulata"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania lingulata"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699095,""synonym"":false,""class"":""Liliopsida""}"
c4da13dc-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:111383,University of Guatemala,Betancur J,1,1997,10,7,Guatemala,GT,Petén,17.7946672,-89.8800209,San Jose,Cerca de Santander de Quilichao,118,WGS84,1163,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,graminifolia,Guzmania graminifolia,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(André ex Baker) L.B. Sm.,,"{""usageKey"":2698887,""scientificName"":""Guzmania graminifolia (André ex Baker) L.B.Sm."",""canonicalName"":""Guzmania graminifolia"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania graminifolia"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2698887,""synonym"":false,""class"":""Liliopsida""}"
c4da14c2-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:113512,University of Guatemala,Vargas I,1,1998,9,12,Guatemala,GT,Petén,17.4543448,-89.6237693,Flores,Cerro El Capiro,150,WGS84,3049,Díaz O.,Plantae,Magnoliophyta,Equisetopsida,Poales,Poaceae,Pariana,swallenii,Pariana swallenii,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Species,R.C. Foster,,"{""usageKey"":4116847,""scientificName"":""Pariana swallenii R.C.Foster"",""canonicalName"":""Pariana swallenii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Poaceae"",""genus"":""Pariana"",""species"":""Pariana swallenii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3073,""genusKey"":4116760,""speciesKey"":4116847,""synonym"":false,""class"":""Liliopsida""}"
c4da1594-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:115089,University of Guatemala,Callejas R,1,1999,8,6,Guatemala,GT,Petén,17.7783778,-90.8442495,San Andres,Hacienda San Diego,292,WGS84,5332,Callejas R.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Greigia,danielii,Greigia danielii,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,L.B. Sm.,,"{""usageKey"":2693927,""scientificName"":""Greigia danielii L.B.Sm."",""canonicalName"":""Greigia danielii"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Greigia"",""species"":""Greigia danielii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2693919,""speciesKey"":2693927,""synonym"":false,""class"":""Liliopsida""}"
c4da1666-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:115381,University of Guatemala,Callejas R,1,1999,8,6,Guatemala,GT,Petén,17.7795212,-90.1066629,Andressan,Hacienda San Julián,292,WGS84,5332,Morales J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,coriostachya,Guzmania coriostachya,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Griseb.) Mez,,"{""usageKey"":2699067,""scientificName"":""Guzmania coriostachya (Griseb.) Mez"",""canonicalName"":""Guzmania coriostachya"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania coriostachya"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699067,""synonym"":false,""class"":""Liliopsida""}"
c4da18c8-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:115382,University of Guatemala,Callejas R,1,1999,8,6,Guatemala,GT,Petén,17.7888471,-90.0136721,San Andres,Hacienda Santa María Ite,292,WGS84,5332,Morales J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,coriostachya,Guzmania coriostachya,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Griseb.) Mez,,"{""usageKey"":2699067,""scientificName"":""Guzmania coriostachya (Griseb.) Mez"",""canonicalName"":""Guzmania coriostachya"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania coriostachya"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699067,""synonym"":false,""class"":""Liliopsida""}"
c4da199a-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:11561,University of Guatemala,Vargas I,1,1979,1,12,Guatemala,GT,Petén,17.3098632,-89.7846692,San Jose,Inspección El Capricho,100,WGS84,1530,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Aechmea,dactylina,Aechmea dactylina,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,Baker,,"{""usageKey"":2698451,""scientificName"":""Aechmea dactylina Baker"",""canonicalName"":""Aechmea dactylina"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Aechmea"",""species"":""Aechmea dactylina"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2697812,""speciesKey"":2698451,""synonym"":false,""class"":""Liliopsida""}"
c4da1a76-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:11571,University of Guatemala,Vargas I,1,1979,1,11,Guatemala,GT,Petén,17.5995834,-89.1693552,Melchor de Mencos,Bosque de El Ocaso,250,WGS84,6030,Forero E.; Gentry A.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Aechmea,tonduzii,Aechmea tonduzii,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,Mez & Pittier ex Mez,,"{""usageKey"":2698213,""acceptedUsageKey"":11077520,""scientificName"":""Aechmea tonduzii Mez & Pittier"",""canonicalName"":""Aechmea tonduzii"",""rank"":""SPECIES"",""status"":""SYNONYM"",""confidence"":98,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=0; score=114; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Ronnbergia"",""species"":""Ronnbergia tonduzii"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2694466,""speciesKey"":11077520,""synonym"":true,""class"":""Liliopsida""}"
c4da1b52-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:115953,University of Guatemala,Vargas I,1,1996,4,18,Guatemala,GT,Petén,17.6636186,-90.9257567,San Andres,Granja de Chinchiná,235,WGS84,4824,Correa E.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,coriostachya,Guzmania coriostachya,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(Griseb.) Mez,,"{""usageKey"":2699067,""scientificName"":""Guzmania coriostachya (Griseb.) Mez"",""canonicalName"":""Guzmania coriostachya"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania coriostachya"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699067,""synonym"":false,""class"":""Liliopsida""}"
c4da1c24-3da3-11ed-b878-0242ac120002,PreservedSpecimen,UWP:11599,University of Guatemala,Vargas I,1,1979,1,11,Guatemala,GT,Petén,17.6719406,-89.2924027,Melchor de Mencos,Bosque de San Rafael. cerca de Parque Puracé,250,WGS84,6030,Betancur J.,Plantae,Magnoliophyta,Equisetopsida,Poales,Bromeliaceae,Guzmania,lingulata,Guzmania lingulata,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Species,(L.) Mez,,"{""usageKey"":2699095,""scientificName"":""Guzmania lingulata (L.) Mez"",""canonicalName"":""Guzmania lingulata"",""rank"":""SPECIES"",""status"":""ACCEPTED"",""confidence"":99,""note"":""Similarity: name=110; authorship=0; classification=-2; rank=6; status=1; score=115; singleMatch=5"",""matchType"":""EXACT"",""kingdom"":""Plantae"",""phylum"":""Tracheophyta"",""order"":""Poales"",""family"":""Bromeliaceae"",""genus"":""Guzmania"",""species"":""Guzmania lingulata"",""kingdomKey"":6,""phylumKey"":7707728,""classKey"":196,""orderKey"":1369,""familyKey"":3740,""genusKey"":2698853,""speciesKey"":2699095,""synonym"":false,""class"":""Liliopsida""}"
